id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
5197,2840,"Mọi người mua về nhớ giữ vỏ hộp lại để bảo quản cho kĩ nha, dùng xong để vào hộp đỡ bị oxi hóa.",16/08/2021,5:44,1,318900002
5198,840,Sử dụng dễ dàng rất thoải mái thư giản tột độ,30/04/2023,20:29,5,308500013
5199,468,"Da mình là da dầu nên thấy chất kem mỏng nhẹ Sài không bết dính khá thích , nhưng hơi châm chích nhẹ. Mình đã mua size to để tiếp tục sử dụng",21/05/2022,11:49,5,422207826
5200,1224,"Mình sử dụng được nửa hủ rồi. Mùi thơm nhẹ, sản phẩm tan và thấm nhanh trên da, để lại bề mặt rất mịn. Cực ưng điểm này so vs các dòng kem dưỡng khác. Hiệu quả làm trắng thì mình ko nôn nóng kiểm chứng, vì sp thật sự an toàn cần nhiều thời gian để phát huy tác dụng. Sẽ chờ thêm 1 tg rồi quay lại đánh giá :)",11/9/2019,21:35,4,224100019
5201,698,"MÙI HƯƠNG DỄ CHỊU, LÀM MÁT NHANH, GIÁ THÀNH ỔN",28/04/2023,18:59,5,204100054
5202,3822,"s nhiều người nhận xét dễ tán, ko lên tone mà s tới tui cái nó khó tán, còn bị trắng bệch",4/8/2022,12:21,4,345800013
5203,577,"Đã sd hết 1 chai cảm giác không kích ứng, dễ chịu thấm nhanh có mờ thâm đỏ lâu năm nhưng ít, duy trì thì sẽ thấy rõ rệt, mình da dầu sd khá ổn",2/1/2024,22:03,5,422205345
5204,4351,"mình phân vân giữa con này với goodndoc thì đc nv hỗ trợ tvan tham khảo bảng thành phần thấy có rau má và hoa cúc kháng viêm tốt, với có ceramide 3 phục hồi da nữa nên mua xài thử, trvia hợp với thấm nhanh trên da",5/5/2024,2:38,5,422205122
5205,1029,"Dễ sử dụng, rất thoải mái, thư giãn tột độ",1/5/2023,10:08,5,308500004
5206,242,"sợ tốt ,thẩm thấu nhanh wa , hk gây nhờn rít khó chịu , wa tuyệt",12/10/2021,17:26,5,422200306
5207,3359,Xài rất OK luôn . Mình xài thêm chai màu đỏ nữa thấy ra trắng hẳn,22/11/2022,11:44,5,422203976
5208,1156,"sản phẩm khá tốt, nhẹ, phù hợp nhiều loại da, mình sẽ tiếp tục mua.",14/03/2022,9:45,5,422207865
5209,148,"Loại này ok, sạch, ko kích ứng da mà tẩy mascara cũng dễ nữa",24/03/2023,10:37,5,422211447
5210,993,"Da mình hỗn hợp thiên khô và ko mụn, chẳng hiểu sao xài thì bị dị ứng nổi mụn khắp mặt, da mình ko có mụn ẩn nên ko thể nào là do đẩy mụn lên được, đó giờ chưa sd BHA nên có lẻ mình bị dị ứng, mn mua nên lưu ý",8/1/2022,10:13,2,422204795
5211,1490,Rửa xong cảm giác rất sạch và nhẹ tênh. Trong quá trình rửa thì bọt rất mịn và thơm làm mình cực thích luôn <3,2/11/2020,11:57,5,422210784
5212,1160,"xài ok, kiềm dầu tầm trung, nâng tone làm sáng da lắm, mình xài 3 chai loại nhỏ thấy rất ưng:))",31/03/2024,23:20,5,422217292
5213,604,"được tặng kèm khi mua care:nel b5 cica serum, trải nghiệm không mấy thú vị với care:nel b5 nhưng với sleeping lip care rất khác, môi bớt thâm sau hơn 1 tuần và căng mọng rất iu. Môi mình khá khô, chỉ thích dùng son dưỡng, k dùng son mat và rất hợp sản phẩm này.",20/01/2023,9:14,5,422205346
5214,722,Sản phẩm rất tốt dùng dược cho da nhạy cảm . Sẽ mua lại,14/04/2023,14:36,5,422204795
5215,3378,"Phải nói là mờ ê meeeee. Lúc đầu mua về tưởng ẻm bí tại để lại lớp màng ẩm ẩm, ai dè cấp ẩm siêu đỉnh mà sáng dậy da không hề tiết dầu luôn, không có mụn luôn. Mãi yêu.",24/08/2023,11:18,5,224100029
5216,3315,Cho sdt pass a de minh mua,1/3/2023,15:25,5,422214672
5217,3708,"Cửa hàng mình có bán sp ""Balance Active Formula Hyaluronic 554 Youth Serum"" không? mình rất muốn mua để dùng. Nếu được thì mong cửa hàng nhập hàng về để bán nhé!",25/06/2020,23:31,5,371600007
5218,2645,"Bịch to dùng lâu lắm, bông vừa k bị xơ, dùng rất thích",13/05/2022,17:43,5,422203300
5219,3688,ok lắm dùng ủ tóc bao mượt luôn á 100₫,11/8/2023,17:34,5,256700002
5220,3801,"mình đã mua hũ thứ 2, hiệu quả cấp ẩm rất tốt, mấy ngày đầu mình dùng thoa lên mặt thấy hơi dính, bóng . về sau mình dùng kèm serum niacinamide thì thấy ok hơn, lưu ý phải làm ấm kem thì thoa lên mới nhanh thấm và không bị dính",15/04/2023,19:46,5,224100007
5221,756,tot,28/02/2022,23:28,5,200400003
5222,182,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",28/04/2023,10:28,5,308500037
5223,370,,20/08/2018,8:22,5,205100136
5224,660,"mỏng vừa, lau toner hay tẩy trang đều được, đỡ tốn nước nè các ty",27/08/2023,6:18,3,422203301
5225,323,mình mua chai tẩy trang tại Hasaki check mã vạch sao tên cty chỉ toàn chữ Trung Quốc ko vậy? hàng có chuẩn thương hiệu Loreal SX ko,17/09/2020,11:54,3,422208807
5226,364,"Quào, mình da hỗn hợp thiên dầu + hơi nhạy cảm nên ưu tiên sử dụng nước tẩy trang. Trước có mua của Byphasse mà khi sử dụng cảm giác có hơi châm chích nhẹ, giờ đổi gió xài Michellar màu hồng của L'oreal thử thấy thích hơn, hem có châm chích, nhẹ da mà lại làm sạch tốt nữa. Có điều nếu như make up đậm thì phải sử dụng thêm loại chuyên dụng cho mắt môi, không thì vẫn còn thấy vết mascara hơi mờ mờ. Nói túm lại là thích đó :"">",26/10/2018,20:12,4,422206648
5227,2454,Đắp mask sau một đêm da mịn với mụn lặn hết,9/3/2020,21:10,5,308500015
5228,200,"Giao hàng nhanh ,k đc tặng btt",20/06/2022,17:29,5,422211447
5229,1266,"Đắp lên lúc đầu hơi châm chích chứ lúc sau đã lắm lớp đất sét đắp lên da ko cảm giác bí đâu , đắp mụn cũng đỡ kiềm dầu rất đỉnh nha , mik sử dụng qua hộp thứ 2 rồi mn nên sử dụng ( giá hơi mắc một chút nhưng chất lượng thì phải đi đôi với giá cả )",25/12/2022,16:42,5,422201700
5230,280,Dùng tẩy trang đủ. Vừa phải nếu bạn chỉ dùng kem chống nắng thì ok,6/6/2021,22:59,5,422206648
5231,290,"Gói hàng vô cùng cẩn thận, tẩy trang ok vì mình đã từng sử dụng. Mua trên Hasaki nên luôn đảm bảo về chất lượng.",11/5/2021,14:58,5,205100137
5232,3505,"Mình mua cho mẹ dùng, mẹ rất thích luôn",19/09/2023,15:37,5,386000014
5233,1115,"Rất thích tẩy trang của cocoon, làm sạch hơn của loreal , từ khi dùng em này thì mụn ẩn mình cũng thuyên giảm, nói chung độ sạch rất ổn và với giá gần 250k đối với 500ml thấy khá là hợp với túi tiền. Mình sd đây là chai thứ 3",12/8/2021,14:49,5,422204657
5234,90,"Srm dùng rất thích , sạch và không bị khô da",7/6/2021,22:29,5,422214146
5235,1693,"Sữa rửa mặt tốt nhất hơn cả cerave, la roche posay,...",16/10/2021,20:54,5,201600141
5236,631,"Điều thích nhất ở sp là không cay mắt, bao bì cực ưng và kiềm dầu tốt, sau buổi trưa thấm dầu thì chỉ dầu một ít ở vùng chữ T, mặt còn ráo hơn khi chỉ sd kem dưỡng.",14/12/2020,12:39,5,253900006
5237,2544,"Kem xài vừa mịn vừa đều da,da nắng cũng khá tự .Tối rất hài lòng.",13/11/2020,22:06,5,204100003
5238,2296,"Xài tốt, thành phần nước thôi nên giá rẻ. Mình da dầu nên ngồi văn phòng chỉ cần cấp nước là ổn. Đặc biệt cái vòi xịt siêu thích, hạt nhỏ. Xài bao nhiêu cái vẫn thích đầu xịt này nhất.",4/12/2019,16:29,5,204000059
5239,144,Sản phẩm dùng tốt lắm ạ,21/04/2023,14:21,5,205100146
5240,2423,"Mê mask của Naruko dã man luôn ý. Mask tràm trà dày, nhiều dưỡng chất, đắp lên tê tê da mặt phê zl luôn, qua hôm sau ko thấy da đổ dầu nhiều nữa nhưng thời gian đắp lại hơi ngắn. Còn mask đỏ mỏng hơn, đắp xong da mịn cực. Mê cái dịch vụ ship hàng của Hasaki nữa, đã freeship lại còn nhanh",24/06/2021,15:26,5,422205164
5241,2187,"cứ sợ speedy thì ko sạch nên mình đã dùng nước tẩy trang lại. nhma ko cần nha, chai hồng đủ sạch rồi",17/12/2023,19:52,5,422210957
5242,1862,"giá cả phải chăng,em mình ctrai thích loại này lắm",7/10/2021,7:41,5,224100009
5243,2473,"Kcn kiềm dầu OK mà k nâng tone nhưng rất nhe mat , mình săn trên tik tok của hãng 2 Cocoon chai với 320k thôi đảm bảo chính hãng",4/5/2024,16:37,5,422214044
5244,1731,"Hàng tới tay đóng gói cẩn thận, chất lượng miễn chê",20/11/2023,11:21,5,100220035
5245,319,"Lần đầu tiên xài tẩy trang nhưng ok lắm nha, da sạch hơn với không bị khô da",15/04/2020,6:15,5,223600026
5246,3422,"Mình mới sài, mà hơi hôi khó chịu ạ, còn về lâu thì mình se quay lại review",6/12/2022,22:45,5,422202580
5247,1453,Mình da dầu. Srm rửa sạch sâu quá khô 2 bênh cánh mũi tróc da. Nguyên mặt căng,20/08/2022,11:48,3,204900004
5248,281,xài chai này là chai thứ 4 rồi á. tặng chai nhỏ dễ thương ghê.,6/6/2021,16:45,5,422211446
5249,616,"Tẩy trang này khá nhẹ nhàng nhưng làm sạch tốt. Mình thuộc tuýp da dầu dị ứng, và hơi kén thành phần từ trà. Nhưng BOM lại không hề gây cảm giác hương liệu mà mang 1 mùi hương dịu thanh. Những tinh chất trà cũng work khá ổn trên da mình. Không bị châm chích da, không bí lỗ chân lông, mỏng nhẹ cực kỳ.... Sau này sẽ thử những dòng skincare của hãng này. 5 sao cho nhân viên shop Quang Trung tư vấn nhiệt tình và mình lên đây Feedback lại cho mọi người tham khảo.",17/05/2021,12:25,5,343100029
5250,3357,"sàn phẩm tốt làm dịu da mẫn đỏ, da mình thuộc da mẫn đỏ nhạy cảm. Nhưng da sau 5 ngày hiệu quả rõ rệt khuyên các Bạn nên mua dùng thử!",19/09/2023,4:48,5,201600074
5251,228,"Mình thấy nó nâng tone trông rất tự nhiên, chất không quá đặc không quá lỏng, không bị vón cục hay lộ vân kem, nhưng mà nó có mùi một tí cũng không nồng lắm nhìn chung thì ổn",2/2/2022,8:15,5,422212100
5252,3333,"giao hàng nhanh, sản phẩm còn hạn sử dụng nhưng NSX khá lâu rồi, mình nhận hàng 29/04/2020 mà NSX tận 12/2018.",29/04/2020,9:59,4,223600034
5253,1289,"sp xài rất tốt, êm lắm",7/4/2021,13:02,5,422216603
5254,186,"Bông mịn lắm ạ tuy hơi mỏng Bông được dập chắc chắn, tẩy trang mạnh cũng ko bị rách",5/8/2022,17:04,5,422203301
5255,2533,Da mua của mình cực kì khó thích ứng.Nhưng mà xài thử xịt khóng này của Eucerin thì thấy khá ok. Tin tưởng và hiệu quả thật.Khuyên mọi người nên dùng,15/11/2020,16:09,5,204100078
5256,2440,Giảm mụn và da sáng rõ rệt. Đã dùng đến hộp thứ 2,6/10/2020,7:49,5,422205164
5257,3616,Sản phẩm sử dụng ổn nhưng chất lượng chưa như quảng cáo.,30/04/2023,22:00,2,211300002
5258,578,Sử dụng đã 2 tuần. Mi vs mày có dài ra trông thấy. 18k mà được kêt quả vậy là bất ngờ rồi,5/12/2020,14:31,5,256700011
5259,1239,tạm ổn thôi. đc cái k sơ dính mặt. lau hơi tốn bông nên tip là lấy 2 miếng thấm nc tẩy trang lau sẽ đỡ hao hơn. da nhạy cảm có thể cân nhắc vì cảm thấy hơi thô chút,7/8/2023,19:48,4,422211640
5260,255,"tẩy trang khá sạch. giá lại hợp lý thích hợp cho học sinh ,sinh viên. giao hàng nhanh. dịch vụ bên hasaki chăm sóc khách hàng tôt . mọi người nên trải nghiệm thử",10/8/2021,8:50,5,422204259
5261,718,Tốt,19/04/2023,13:19,5,100230056
5262,1663,"sử dụng retinol , mấy tháng đầu đã bị kích ứng nhẹ, thoa em này buổi sáng không bị bóng mặt, mà làm dịu da cũng OK lắm luôn. để thấy được khả năng phục hồi của ẻm thì phải nói là quá ok. Mình đi laser trị mụn,da mặt mất nước, sử dụng combo serum và kem của nó, thấy dịu da. tối thì mình dùng Bioderma Tim , kết cấu đặt hơn , tùy là khả năng phục hồi của ẻm này tốt hơn Klairs nhưng dung buổi sáng thì bóng mặt, dễ làm bit tắt lỗ chân lông nếu thỏa nhiều. mỗi em có ưa khuyết điểm cả.",25/05/2022,17:51,5,318900005
5263,1023,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",2/5/2023,14:00,5,308500018
5264,4021,"mình đặt hôm qua mà nay đã nhận được hàng,rất hài lòng với cách làm việc của shop,còn chất lượng sp thì mình đã sử dụng rồi thấy ok nên lại mua tiếp",26/09/2022,18:06,5,422207023
5265,2353,"Sử dụng dễ dàng , rất thoải mái, thư giãn tột độ",1/5/2023,9:14,5,308500037
5266,21,"Mình dùng dc 2 năm nay rồi , mua bên Hasaki vừa rẻ chất lượng",11/9/2023,17:31,5,318900012
5267,4308,"Cái này thu nhỏ lỗ chân long là thật tôi sd đc 2 tuần h mới lên đánh giá nè,mùi thì tôi thấy thơm mà hủ 110g thấy nhiều quá trời luôn ai bị lỗ chân long to ở mũi thì nên mua",29/09/2024,23:33,5,355500010
5268,1306,Da mình hh thiên khô dùng 1 tuần da bị nổi mụn nhìu những vùng k bị mụn trc đây kể cả mấy vùng k có mụn ẩn cũng nổi nên sợ quá mình ngưng sd luôn :((( nma nghe tư vấn kiên trì dùng 3 tháng sẽ có hiệu quả nha nma mình thì k kiên nhẫn lắm nên mình vứt dùng klezit ms hiệu quả hơn nhìu,2/4/2022,19:23,4,253900003
5269,1465,Với tình trạng da đổ nhiều dầu như nước thì sài em này rất là ok luôn,30/12/2021,21:50,4,223600048
5270,1835,đã sử dụng. sản phẩm tốt cho da dầu mụn,26/04/2021,12:53,5,204100054
5271,240,đóng goi hàg kĩ . hàg chất lượng nha,19/10/2021,10:19,5,422204259
5272,1331,thiết kế siêu xinh,15/06/2021,15:12,5,253900003
5273,1191,"Rất là êm và đáng tiền đó mn. Nhiều người nói như táp nước lã nhưng thật ra bạn xài cái gì cũng nên có niềm tin vào sp chút. Da mềm mịn hơn, có đẩy mụn nhẹ thôi, bạn nào ko có mụn ẩn thì càng apply da càng đẹp hơn thôi. Quan trọng là mình thấy bề mặt da và lỗ chân lông được cải thiện rõ rệt, thấy bằng mắt thường luôn á. Nên kiên trì nha, tuỳ da, mình đến tháng thứ 2 mới thấy hiệu quả rõ á",8/6/2021,17:44,5,100220035
5274,73,Sp rất tốt Sài rất là thích mịn da,15/10/2021,12:52,5,318900012
5275,225,,12/2/2022,11:16,4,422204259
5276,1230,"Bông dùng êm ạ, không gây xơ bông nhiều, chất lượng",3/6/2024,18:35,5,422222535
5277,2339,mùi hương dễ chịu làm mát nhanh giá thành ỏn,2/5/2023,10:57,5,422205164
5278,173,Ok,8/11/2022,16:37,5,205100137
5279,395,"Chị nhân viên tư vấn nhiệt tình lắm ạ. Dầu gội đen được đánh giá tốt hơn. Sữa rửa mặt thì chắc mẹ bầu sử dụng được phải ko mn. Mn cho e xin ít review mỹ phẩm cho mẹ bầu đi ạ, e cảm ơn mn ạ!",16/07/2023,7:55,5,422208972
5280,4197,"chất lượng nha mấy bà, tui đã xài tới tuýp thứ en nờ rồi, rất là nên mua. Apply lên thấy rất nhẹ mặt, có mùi thơm nhẹ dễ chịu, ko làm da đổ dầu",11/1/2024,23:15,5,422211231
5281,1138,dong goi rat can than dù la hàng tặng cung rat chỉnh chu.lan nao mua cung rat hài long,1/11/2024,15:30,5,422209322
5282,2145,"Mình sài nhiều lắm rồi vì cũng hơn 3 năm.Nói thật là không có gì để chê luôn vì da mình sài quá hợp.Mình 33 tuổi nhưng da trắng,căng khỏe ai cũng hỏi sài gì chỉ dùm.Nhưng mà tại da mình cũng đẹp sẵn ít khuyết điểm nên càng đẹp hơn thôi.",25/03/2023,22:33,4,310100003
5283,1219,"Mình mua thử 4 miếng xài cũng ok. Tinh chất vừa đủ, khô k để lại bết dính. Mình mới sử dụng với sử dụng k đều nên cũng chưa rõ hiệu quả trị thâm mụn. Nhưng thấy k kích ứng, dịu da nên mình đặt mua tiếp.",1/11/2020,20:57,5,422205160
5284,1060,"mình mua chai xanh biển dành cho da dầu và mụn. Tẩy rất sạch, k cay mắt, k nhờn rích mềm da nên rất thích. dùng đc mấy tháng rồi mới quay lại review cho các bà đây",3/2/2024,0:57,5,422204910
5285,3673,Dùng cực thích . Dùng một tuần 2 lần để tẩy da chết là sau 2 tuần gần như mụn đầu đen mất hết,6/5/2019,11:14,5,422206043
5286,681,"Mùi thơm dễ chịu, thoa vào có cảm giác mềm da",30/04/2023,20:16,5,422200236
5287,298,"Dạ mình nhạy cảm xài vẫn OK nha. Mua nhiều lần lắm rồi, vừa rẻ lại tốt nữa",15/03/2021,11:09,5,422211446
5288,1535,,13/12/2023,12:23,5,422214146
5289,2368,"MÙI HƯƠNG DỄ CHỊU, LÀM MÁT NHANH, GIÁ THÀNH ỔN.",30/04/2023,12:22,5,422206537
5290,835,hasaki check tin nhắn huỷ đơn hàng của mình với ạ,8/8/2024,20:31,3,422210400
5291,771,,17/11/2021,15:32,5,100230056
5292,1158,"Dùng sp này bị ghiền luôn, hạt siêu mịn, mùi thơm dễ chịu, da sạch hơn sau khi dùng.",6/8/2024,7:39,5,100220009
5293,682,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,19:05,5,100230064
